order_id,date,customer,product,quantity,price,region,revenue
3062,10/16/2025,Customer_1493,Bath Bomb,4,17.33,Midwest,69.32
3063,7/31/2025,Customer_2009,Soap - Mint,4,43.4,Northeast,173.6
3064,9/29/2025,Customer_1652,Soap - Mint,2,42.74,West,85.48
3065,3/7/2025,Customer_1724,Bath Bomb,1,30.76,Northeast,30.76
3066,9/5/2025,Customer_1920,Lotion,3,41.15,Northeast,123.44999999999999
3067,6/5/2025,Customer_919,Conditioner,4,35.05,South,140.2
3068,2/16/2025,Customer_1174,Face Cleanser,2,18.84,Northeast,37.68
3069,7/20/2025,Customer_2500,Face Cleanser,3,29.16,West,87.48
3070,5/28/2025,Customer_1186,Bath Bomb,6,13.81,West,82.86
3071,5/4/2025,Customer_120,Scrub,6,32.49,Midwest,194.94
3072,1/1/2025,Customer_582,Face Cleanser,4,6.79,Unknown,27.16
3073,9/4/2025,Customer_1948,Soap - Mint,5,38.25,Midwest,191.25
3074,12/9/2025,Customer_2147,Soap - Mint,4,28.33,West,113.32
3075,5/8/2025,Customer_1191,Shampoo,5,7.34,Midwest,36.7
3076,7/10/2025,Customer_1687,Face Cleanser,5,39.87,South,199.35
3077,3/8/2025,Customer_2000,Soap - Lavender,8,40.11,Midwest,320.88
3078,1/4/2025,Customer_2562,Lotion,2,39.11,South,78.22
3079,10/30/2025,Customer_2712,Conditioner,3,35.97,South,107.91
3080,10/21/2025,Customer_401,Shampoo,4,32.12,Northeast,128.48
3081,5/23/2025,Customer_2413,Soap - Lavender,1,20.88,West,20.88
3082,7/10/2025,Customer_1350,Body Oil,4,10.45,South,41.8
3083,1/21/2025,Customer_2629,Scrub,3,16.55,West,49.650000000000006
3084,8/15/2025,Customer_1657,Lotion,3,18.88,Midwest,56.64
3085,11/9/2025,Customer_621,Soap - Mint,2,19.32,Midwest,38.64
3086,4/27/2025,Customer_2876,Soap - Citrus,1,27.62,Midwest,27.62
3087,10/29/2025,Customer_247,Bath Bomb,3,13.34,Midwest,40.019999999999996
3088,5/22/2025,Customer_2482,Body Oil,3,12.59,Midwest,37.769999999999996
3089,2/8/2025,Customer_1117,Shampoo,3,33.68,Northeast,101.03999999999999
3090,12/21/2025,Customer_2663,Scrub,3,5.3,Northeast,15.899999999999999
3091,9/9/2025,Customer_2991,Body Oil,3,10.98,South,32.94
3092,11/29/2025,Customer_624,Soap - Lavender,5,22.4,West,112.0
3093,7/26/2025,Customer_2369,Lotion,3,10.96,Midwest,32.88
3094,7/29/2025,Customer_1840,Soap - Lavender,4,43.39,West,173.56
3095,4/25/2025,Customer_2904,Scrub,3,31.8,Midwest,95.4
3096,8/13/2025,Customer_2110,Shampoo,4,22.31,South,89.24
3097,5/14/2025,Customer_300,Scrub,2,9.49,Northeast,18.98
3098,9/8/2025,Customer_403,Soap - Citrus,6,20.41,South,122.46000000000001
3099,8/7/2025,Customer_1672,Soap - Lavender,3,31.02,West,93.06
3100,4/1/2025,Customer_253,Bath Bomb,2,43.75,West,87.5
3101,12/20/2025,Customer_1758,Bath Bomb,6,23.91,Midwest,143.46
3102,2/15/2025,Customer_2526,Body Oil,4,32.7,Northeast,130.8
3103,2/7/2025,Customer_1393,Scrub,3,12.81,West,38.43
3104,5/22/2025,Customer_1965,Lotion,3,29.95,South,89.85
3105,4/10/2025,Customer_160,Shampoo,3,14.56,South,43.68
3106,11/24/2025,Customer_205,Soap - Citrus,3,25.04,Midwest,75.12
3107,7/9/2025,Customer_1162,Conditioner,4,25.37,Midwest,101.48
3108,2/4/2025,Customer_1392,Conditioner,2,13.47,Northeast,26.94
3109,5/27/2025,Customer_858,Bath Bomb,2,33.85,Midwest,67.7
3110,1/30/2025,Customer_760,Scrub,3,42.49,South,127.47
3111,11/30/2025,Customer_1591,Soap - Citrus,3,20.74,Midwest,62.22
3112,3/25/2025,Customer_2769,Soap - Mint,1,17.9,South,17.9
3113,10/8/2025,Customer_2116,Soap - Lavender,4,12.04,West,48.16
3114,12/10/2025,Customer_133,Conditioner,1,20.62,Midwest,20.62
3115,9/27/2025,Customer_1724,Shampoo,1,27.39,Northeast,27.39
3116,6/3/2025,Customer_2967,Body Oil,3,19.92,Northeast,59.760000000000005
3117,4/12/2025,Customer_430,Soap - Citrus,4,29.92,Northeast,119.68
3118,8/3/2025,Customer_2356,Soap - Lavender,1,31.5,Midwest,31.5
3119,5/30/2025,Customer_2698,Soap - Citrus,2,8.91,West,17.82
3120,3/24/2025,Customer_1198,Bath Bomb,4,32.91,West,131.64
3121,4/20/2025,Customer_2460,Soap - Mint,2,41.01,Northeast,82.02
3122,10/2/2025,Customer_97,Soap - Mint,3,6.05,West,18.15
3123,7/20/2025,Customer_1707,Lotion,2,27.05,South,54.1
3124,10/11/2025,Customer_1178,Face Cleanser,2,29.15,Midwest,58.3
3125,6/22/2025,Customer_1719,Conditioner,3,33.39,West,100.17
3126,11/23/2025,Customer_1266,Soap - Lavender,4,25.04,West,100.16
3127,7/25/2025,Customer_1328,Body Oil,1,37.75,West,37.75
3128,3/4/2025,Customer_1309,Bath Bomb,2,26.6,Northeast,53.2
3129,3/14/2025,Customer_1051,Soap - Citrus,4,21.36,Midwest,85.44
3130,9/8/2025,Customer_1384,Soap - Citrus,2,33.77,West,67.54
3131,5/4/2025,Customer_2250,Lotion,6,42.1,Midwest,252.60000000000002
3132,5/1/2025,Customer_2810,Scrub,2,37.48,West,74.96
3133,10/2/2025,Customer_2922,Soap - Lavender,2,42.23,South,84.46
3134,4/30/2025,Customer_581,Body Oil,6,15.64,Midwest,93.84
3135,11/13/2025,Customer_2418,Scrub,3,9.74,Midwest,29.22
3136,6/13/2025,Customer_533,Soap - Lavender,2,26.37,Midwest,52.74
3137,10/13/2025,Customer_1176,Shampoo,3,6.78,South,20.34
3138,9/22/2025,Customer_1126,Scrub,2,31.98,Northeast,63.96
3139,11/16/2025,Customer_899,Scrub,2,14.6,West,29.2
3140,6/10/2025,Customer_2655,Bath Bomb,4,23.17,Northeast,92.68
3141,11/4/2025,Customer_1470,Soap - Citrus,4,31.22,Midwest,124.88
3142,3/30/2025,Customer_2921,Soap - Citrus,4,24.32,Northeast,97.28
3143,5/22/2025,Customer_1253,Lotion,2,14.44,Midwest,28.88
3144,7/22/2025,Customer_770,Scrub,3,40.21,West,120.63
3145,11/5/2025,Customer_834,Shampoo,4,35.58,Northeast,142.32
3146,8/15/2025,Customer_1905,Conditioner,3,29.04,West,87.12
3147,11/30/2025,Customer_2986,Conditioner,1,32.94,West,32.94
3148,8/10/2025,Customer_2284,Shampoo,2,21.61,Northeast,43.22
3149,2/10/2025,Customer_2210,Lotion,2,20.04,South,40.08
3150,7/15/2025,Customer_554,Shampoo,2,11.4,South,22.8
3151,3/9/2025,Customer_2836,Face Cleanser,4,37.14,South,148.56
3152,9/21/2025,Customer_1092,Soap - Mint,2,25.04,Northeast,50.08
3153,1/2/2025,Customer_1197,Conditioner,1,32.69,Northeast,32.69
3154,12/27/2025,Customer_1661,Bath Bomb,4,17.0,Northeast,68.0
3155,5/5/2025,Customer_559,Soap - Mint,3,36.84,Unknown,110.52000000000001
3156,4/20/2025,Customer_261,Lotion,4,9.21,South,36.84
3157,3/27/2025,Customer_2265,Shampoo,3,30.0,South,90.0
3158,4/30/2025,Customer_1841,Scrub,3,37.3,Northeast,111.89999999999999
3159,5/7/2025,Customer_1148,Soap - Citrus,3,31.41,West,94.23
3160,9/12/2025,Customer_805,Shampoo,6,32.84,West,197.04000000000002
3161,7/2/2025,Customer_1186,Soap - Mint,1,26.04,West,26.04
3162,1/16/2025,Customer_2249,Scrub,3,27.36,Northeast,82.08
3163,3/3/2025,Customer_2450,Soap - Citrus,3,7.64,South,22.919999999999998
3164,6/7/2025,Customer_275,Shampoo,3,15.03,Northeast,45.089999999999996
3165,9/25/2025,Customer_206,Conditioner,3,33.88,Unknown,101.64000000000001
3166,2/4/2025,Customer_1724,Body Oil,1,42.82,South,42.82
3167,9/24/2025,Customer_867,Scrub,4,26.67,South,106.68
3168,3/5/2025,Customer_93,Lotion,2,34.02,West,68.04
3169,2/19/2025,Customer_1066,Soap - Mint,1,32.34,West,32.34
3170,9/12/2025,Customer_2427,Soap - Lavender,4,44.98,West,179.92
3171,5/29/2025,Customer_1352,Soap - Mint,2,36.8,Northeast,73.6
3172,11/21/2025,Customer_2113,Soap - Mint,2,30.11,Midwest,60.22
3173,10/31/2025,Customer_365,Lotion,5,9.61,West,48.05
3174,10/3/2025,Customer_821,Scrub,2,19.51,Northeast,39.02
3175,12/23/2025,Customer_1508,Soap - Lavender,5,15.03,Midwest,75.14999999999999
3176,6/21/2025,Customer_2030,Bath Bomb,3,39.15,Northeast,117.44999999999999
3177,7/20/2025,Customer_1925,Face Cleanser,3,22.85,South,68.55000000000001
3178,11/20/2025,Customer_2588,Soap - Citrus,2,26.41,South,52.82
3179,2/4/2025,Customer_1086,Body Oil,3,43.59,Midwest,130.77
3180,8/4/2025,Customer_2539,Body Oil,1,38.47,West,38.47
3181,3/6/2025,Customer_1297,Face Cleanser,2,36.59,Midwest,73.18
3182,1/8/2025,Customer_2277,Shampoo,8,10.69,Northeast,85.52
3183,10/28/2025,Customer_1044,Conditioner,5,5.91,South,29.55
3184,12/9/2025,Customer_3,Soap - Citrus,3,10.02,West,30.06
3185,11/28/2025,Customer_1754,Lotion,1,34.61,Northeast,34.61
3186,3/17/2025,Customer_911,Shampoo,5,21.43,Northeast,107.15
3187,6/23/2025,Customer_307,Lotion,3,9.7,South,29.099999999999998
3188,2/16/2025,Customer_2480,Bath Bomb,3,34.56,West,103.68
3189,1/15/2025,Customer_136,Lotion,2,12.78,Midwest,25.56
3190,12/27/2025,Customer_1933,Lotion,4,28.56,South,114.24
3191,5/27/2025,Customer_2563,Bath Bomb,4,34.66,South,138.64
3192,1/26/2025,Customer_2241,Body Oil,2,29.32,West,58.64
3193,11/4/2025,Customer_1609,Scrub,3,44.75,Midwest,134.25
3194,4/3/2025,Customer_1439,Conditioner,2,22.37,South,44.74
3195,8/20/2025,Customer_873,Scrub,1,17.47,Midwest,17.47
3196,1/21/2025,Customer_1142,Conditioner,5,13.05,South,65.25
3197,11/3/2025,Customer_666,Shampoo,2,25.15,Midwest,50.3
3198,2/7/2025,Customer_209,Soap - Citrus,5,39.1,Midwest,195.5
3199,10/3/2025,Customer_952,Soap - Mint,4,42.88,Northeast,171.52
3200,6/6/2025,Customer_1058,Scrub,2,43.88,South,87.76
3201,6/28/2025,Customer_649,Body Oil,4,26.26,Northeast,105.04
3202,5/12/2025,Customer_1342,Soap - Citrus,2,29.21,South,58.42
3203,11/7/2025,Customer_2168,Conditioner,1,28.26,Northeast,28.26
3204,12/14/2025,Customer_627,Conditioner,3,23.64,Northeast,70.92
3205,1/28/2025,Customer_525,Soap - Mint,1,11.09,Northeast,11.09
3206,9/17/2025,Customer_1605,Soap - Mint,4,7.62,Northeast,30.48
3207,3/17/2025,Customer_1869,Bath Bomb,3,22.47,Northeast,67.41
3208,3/8/2025,Customer_769,Soap - Lavender,3,12.45,South,37.349999999999994
3209,12/8/2025,Customer_2560,Conditioner,3,25.04,West,75.12
3210,7/13/2025,Customer_2095,Body Oil,5,35.47,Northeast,177.35
3211,6/11/2025,Customer_772,Lotion,1,29.74,West,29.74
3212,12/13/2025,Customer_740,Lotion,1,6.9,Northeast,6.9
3213,12/27/2025,Customer_522,Shampoo,3,29.89,South,89.67
3214,9/14/2025,Customer_1401,Body Oil,4,29.84,Midwest,119.36
3215,3/13/2025,Customer_2182,Face Cleanser,4,22.57,West,90.28
3216,3/28/2025,Customer_248,Bath Bomb,2,31.31,West,62.62
3217,9/19/2025,Customer_1342,Body Oil,2,39.32,South,78.64
3218,8/2/2025,Customer_2484,Lotion,1,35.32,Midwest,35.32
3219,6/2/2025,Customer_1859,Bath Bomb,3,23.94,West,71.82000000000001
3220,7/29/2025,Customer_686,Lotion,3,15.49,South,46.47
3221,3/2/2025,Customer_586,Soap - Citrus,5,24.11,Northeast,120.55
3222,9/25/2025,Customer_2399,Soap - Citrus,4,42.84,West,171.36
3223,9/19/2025,Customer_143,Scrub,1,37.8,Midwest,37.8
3224,8/6/2025,Customer_967,Face Cleanser,3,6.08,West,18.240000000000002
3225,10/10/2025,Customer_2852,Bath Bomb,3,36.32,Northeast,108.96000000000001
3226,5/16/2025,Customer_718,Face Cleanser,2,11.82,Midwest,23.64
3227,12/28/2025,Customer_643,Soap - Mint,6,27.84,Northeast,167.04
3228,4/3/2025,Customer_2549,Conditioner,1,37.26,Midwest,37.26
3229,4/19/2025,Customer_370,Soap - Lavender,1,27.45,Northeast,27.45
3230,8/29/2025,Customer_1110,Face Cleanser,4,21.15,Midwest,84.6
3231,12/21/2025,Customer_787,Face Cleanser,3,17.85,Midwest,53.550000000000004
3232,5/22/2025,Customer_2787,Scrub,4,17.2,Northeast,68.8
3233,10/18/2025,Customer_1484,Face Cleanser,4,38.5,West,154.0
3234,8/25/2025,Customer_950,Soap - Citrus,2,38.0,South,76.0
3235,12/6/2025,Customer_1349,Face Cleanser,5,37.94,West,189.7
3236,11/8/2025,Customer_522,Soap - Citrus,5,16.31,South,81.55
3237,6/26/2025,Customer_2537,Soap - Citrus,1,36.96,Northeast,36.96
3238,5/21/2025,Customer_1953,Soap - Lavender,4,6.47,West,25.88
3239,7/8/2025,Customer_2445,Face Cleanser,6,13.26,Northeast,79.56
3240,2/18/2025,Customer_2944,Soap - Lavender,3,25.58,South,76.74
3241,10/29/2025,Customer_355,Bath Bomb,3,21.27,Midwest,63.81
3242,7/9/2025,Customer_947,Scrub,2,9.48,Northeast,18.96
3243,5/16/2025,Customer_2336,Conditioner,2,6.67,West,13.34
3244,2/12/2025,Customer_1483,Soap - Lavender,4,29.45,Northeast,117.8
3245,12/19/2025,Customer_1648,Soap - Mint,2,17.54,Northeast,35.08
3246,3/31/2025,Customer_536,Shampoo,1,5.64,Northeast,5.64
3247,10/22/2025,Customer_1315,Lotion,3,22.24,South,66.72
3248,12/7/2025,Customer_2899,Soap - Lavender,3,17.27,West,51.81
3249,9/2/2025,Customer_2886,Lotion,1,28.06,West,28.06
3250,7/11/2025,Customer_2216,Face Cleanser,3,42.19,South,126.57
3251,11/14/2025,Customer_950,Face Cleanser,4,17.31,West,69.24
3252,4/16/2025,Customer_621,Scrub,1,44.89,West,44.89
3253,12/29/2025,Customer_428,Conditioner,3,8.44,Unknown,25.32
3254,11/6/2025,Customer_1726,Lotion,3,8.53,South,25.589999999999996
3255,8/21/2025,Customer_2538,Body Oil,2,33.52,South,67.04
3256,9/22/2025,Customer_2403,Face Cleanser,1,34.95,South,34.95
3257,12/10/2025,Customer_2244,Shampoo,2,21.91,Midwest,43.82
3258,2/6/2025,Customer_545,Body Oil,2,16.44,West,32.88
3259,11/1/2025,Customer_2765,Face Cleanser,3,36.76,Northeast,110.28
3260,2/10/2025,Customer_824,Soap - Mint,3,43.25,Northeast,129.75
3261,1/17/2025,Customer_2980,Soap - Citrus,6,44.6,Northeast,267.6
3262,12/10/2025,Customer_1003,Body Oil,4,30.38,Northeast,121.52
3263,10/4/2025,Customer_659,Conditioner,2,34.6,West,69.2
3264,11/3/2025,Customer_2987,Scrub,3,37.89,South,113.67
3265,2/28/2025,Customer_2828,Bath Bomb,4,36.95,South,147.8
3266,7/2/2025,Customer_2059,Shampoo,3,44.74,Midwest,134.22
3267,2/10/2025,Customer_2444,Soap - Citrus,4,37.42,Northeast,149.68
3268,2/8/2025,Customer_731,Scrub,4,31.5,Midwest,126.0
3269,7/11/2025,Customer_1833,Face Cleanser,4,20.05,West,80.2
3270,9/24/2025,Customer_409,Conditioner,3,28.92,Midwest,86.76
3271,5/27/2025,Customer_2410,Conditioner,2,40.21,West,80.42
3272,11/29/2025,Customer_84,Soap - Mint,3,17.22,Midwest,51.66
3273,5/7/2025,Customer_2204,Face Cleanser,1,6.23,West,6.23
3274,2/15/2025,Customer_707,Scrub,3,18.09,West,54.269999999999996
3275,2/14/2025,Customer_1962,Soap - Lavender,3,43.41,Midwest,130.23
3276,1/1/2025,Customer_2520,Shampoo,2,36.76,South,73.52
3277,6/17/2025,Customer_2667,Scrub,3,12.49,Midwest,37.47
3278,4/18/2025,Customer_1448,Body Oil,3,5.48,South,16.44
3279,1/19/2025,Customer_134,Lotion,3,31.76,South,95.28
3280,11/28/2025,Customer_788,Scrub,5,28.16,Midwest,140.8
3281,3/13/2025,Customer_2955,Conditioner,3,8.32,Northeast,24.96
3282,4/19/2025,Customer_864,Soap - Mint,4,43.64,South,174.56
3283,9/25/2025,Customer_667,Body Oil,2,29.71,Northeast,59.42
3284,8/28/2025,Customer_277,Soap - Lavender,3,31.06,West,93.17999999999999
3285,10/28/2025,Customer_1776,Lotion,2,39.14,West,78.28
3286,3/31/2025,Customer_882,Lotion,3,18.48,West,55.44
3287,4/13/2025,Customer_2061,Shampoo,1,27.33,South,27.33
3288,9/7/2025,Customer_2390,Body Oil,3,28.05,South,84.15
3289,1/8/2025,Customer_2083,Soap - Lavender,3,43.69,West,131.07
3290,6/2/2025,Customer_2607,Conditioner,1,10.26,Midwest,10.26
3291,12/13/2025,Customer_1238,Conditioner,3,35.36,Midwest,106.08
3292,6/23/2025,Customer_2453,Scrub,1,28.01,West,28.01
3293,12/9/2025,Customer_2706,Conditioner,3,38.82,Northeast,116.46000000000001
3294,6/7/2025,Customer_159,Lotion,6,38.28,West,229.68
3295,8/3/2025,Customer_1134,Conditioner,2,5.48,Unknown,10.96
3296,6/26/2025,Customer_2597,Shampoo,3,15.26,Northeast,45.78
3297,6/24/2025,Customer_1852,Bath Bomb,4,12.23,Midwest,48.92
3298,12/6/2025,Customer_279,Scrub,3,23.47,Midwest,70.41
3299,12/4/2025,Customer_2527,Shampoo,2,41.21,Northeast,82.42
3300,5/26/2025,Customer_111,Body Oil,2,5.2,Northeast,10.4
3301,11/20/2025,Customer_2479,Soap - Lavender,2,24.53,South,49.06
3302,6/10/2025,Customer_542,Soap - Mint,1,40.39,West,40.39
3303,5/7/2025,Customer_1139,Face Cleanser,4,42.05,Northeast,168.2
3304,3/23/2025,Customer_360,Soap - Mint,1,31.29,Northeast,31.29
3305,5/27/2025,Customer_2420,Soap - Mint,2,38.19,Midwest,76.38
3306,8/27/2025,Customer_1239,Face Cleanser,1,17.96,Midwest,17.96
3307,3/25/2025,Customer_1757,Soap - Citrus,3,16.44,West,49.32000000000001
3308,4/23/2025,Customer_955,Lotion,3,6.96,Northeast,20.88
3309,8/13/2025,Customer_2307,Bath Bomb,2,25.13,Midwest,50.26
3310,11/28/2025,Customer_2826,Face Cleanser,3,23.23,West,69.69
3311,8/31/2025,Customer_2168,Soap - Citrus,2,19.88,Midwest,39.76
3312,5/23/2025,Customer_976,Body Oil,5,9.53,Midwest,47.65
3313,2/10/2025,Customer_913,Bath Bomb,2,14.23,Midwest,28.46
3314,9/15/2025,Customer_1152,Lotion,2,13.15,South,26.3
3315,10/12/2025,Customer_723,Conditioner,4,42.76,South,171.04
3316,4/15/2025,Customer_2571,Soap - Mint,4,43.66,Northeast,174.64
3317,7/21/2025,Customer_1712,Shampoo,5,5.14,West,25.7
3318,11/3/2025,Customer_325,Soap - Mint,3,11.82,West,35.46
3319,11/27/2025,Customer_1530,Scrub,2,40.55,South,81.1
3320,9/23/2025,Customer_1550,Scrub,3,6.53,West,19.59
3321,7/29/2025,Customer_1074,Face Cleanser,5,42.74,Northeast,213.70000000000002
3322,2/20/2025,Customer_1946,Shampoo,1,20.2,West,20.2
3323,4/28/2025,Customer_1608,Lotion,2,26.55,West,53.1
3324,7/20/2025,Customer_2117,Conditioner,2,35.55,South,71.1
3325,2/8/2025,Customer_391,Shampoo,3,14.76,South,44.28
3326,1/28/2025,Customer_2431,Scrub,3,9.03,West,27.089999999999996
3327,9/16/2025,Customer_16,Face Cleanser,5,37.4,West,187.0
3328,3/25/2025,Customer_846,Shampoo,3,44.39,Northeast,133.17000000000002
3329,6/4/2025,Customer_869,Lotion,2,31.35,Northeast,62.7
3330,4/27/2025,Customer_568,Shampoo,2,38.01,Northeast,76.02
3331,1/2/2025,Customer_2180,Conditioner,3,42.65,Midwest,127.94999999999999
3332,4/3/2025,Customer_2020,Soap - Mint,2,14.14,Midwest,28.28
3333,6/15/2025,Customer_2321,Body Oil,6,19.02,Midwest,114.12
3334,12/16/2025,Customer_1647,Unknown,3,13.76,West,41.28
3335,10/23/2025,Customer_2532,Bath Bomb,3,7.47,Northeast,22.41
3336,9/15/2025,Customer_2598,Bath Bomb,2,34.29,Midwest,68.58
3337,3/22/2025,Customer_357,Scrub,4,10.83,South,43.32
3338,9/25/2025,Customer_1657,Shampoo,2,8.71,South,17.42
3339,8/23/2025,Customer_2281,Conditioner,3,25.04,West,75.12
3340,11/17/2025,Customer_36,Body Oil,1,7.42,South,7.42
3341,11/7/2025,Customer_2461,Lotion,1,12.18,West,12.18
3342,10/28/2025,Customer_1028,Shampoo,5,7.8,South,39.0
3343,12/23/2025,Customer_2092,Shampoo,1,40.09,Midwest,40.09
3344,8/1/2025,Customer_2616,Soap - Mint,1,36.19,Midwest,36.19
3345,3/3/2025,Customer_2788,Face Cleanser,2,39.38,West,78.76
3346,2/18/2025,Customer_114,Shampoo,3,39.73,West,119.19
3347,5/7/2025,Customer_1773,Face Cleanser,4,42.78,South,171.12
3348,8/11/2025,Customer_2445,Scrub,2,12.47,Northeast,24.94
3349,10/6/2025,Customer_1198,Lotion,3,41.0,South,123.0
3350,10/21/2025,Customer_1279,Scrub,5,26.0,South,130.0
3351,10/11/2025,Customer_466,Shampoo,3,11.65,West,34.95
3352,10/4/2025,Customer_1488,Scrub,2,31.23,Northeast,62.46
3353,4/17/2025,Customer_847,Lotion,2,18.08,Unknown,36.16
3354,5/26/2025,Customer_502,Soap - Mint,2,6.86,West,13.72
3355,4/9/2025,Customer_441,Bath Bomb,3,8.15,Midwest,24.450000000000003
3356,3/14/2025,Customer_2117,Soap - Mint,3,21.95,West,65.85
3357,5/2/2025,Customer_326,Soap - Lavender,2,38.06,West,76.12
3358,1/30/2025,Customer_1766,Soap - Citrus,1,17.44,West,17.44
3359,7/7/2025,Customer_67,Soap - Lavender,3,35.65,Northeast,106.94999999999999
3360,12/30/2025,Customer_304,Conditioner,3,7.23,West,21.69
3361,12/20/2025,Customer_972,Bath Bomb,3,20.75,Northeast,62.25
3362,10/15/2025,Customer_484,Body Oil,3,10.1,West,30.299999999999997
3363,7/14/2025,Customer_929,Conditioner,3,39.54,Midwest,118.62
3364,6/5/2025,Customer_1441,Lotion,2,43.72,Midwest,87.44
3365,6/21/2025,Customer_149,Scrub,2,18.02,South,36.04
3366,12/1/2025,Customer_2632,Shampoo,4,44.55,South,178.2
3367,2/10/2025,Customer_2296,Bath Bomb,2,35.09,Northeast,70.18
3368,3/4/2025,Customer_1125,Body Oil,3,5.05,Midwest,15.149999999999999
3369,1/23/2025,Customer_2750,Soap - Mint,3,24.41,Northeast,73.23
3370,12/26/2025,Customer_96,Soap - Mint,3,38.36,West,115.08
3371,3/16/2025,Customer_282,Bath Bomb,6,26.36,West,158.16
3372,2/17/2025,Customer_2370,Scrub,1,27.0,Northeast,27.0
3373,6/9/2025,Customer_529,Soap - Lavender,3,22.91,South,68.73
3374,11/9/2025,Customer_2311,Soap - Citrus,5,20.8,Northeast,104.0
3375,4/28/2025,Customer_1643,Soap - Citrus,2,25.04,Northeast,50.08
3376,4/10/2025,Customer_580,Conditioner,3,29.87,South,89.61
3377,6/16/2025,Customer_1664,Body Oil,2,35.67,West,71.34
3378,10/17/2025,Customer_2342,Bath Bomb,2,36.61,South,73.22
3379,6/5/2025,Customer_1632,Soap - Citrus,2,29.99,Midwest,59.98
3380,1/7/2025,Customer_2443,Bath Bomb,1,18.65,South,18.65
3381,7/15/2025,Customer_2561,Soap - Citrus,1,5.9,Midwest,5.9
3382,2/25/2025,Customer_2969,Face Cleanser,3,40.83,Midwest,122.49
3383,11/17/2025,Customer_810,Soap - Citrus,1,22.16,South,22.16
3384,7/12/2025,Customer_2968,Conditioner,3,29.05,South,87.15
3385,2/16/2025,Customer_693,Face Cleanser,2,12.78,South,25.56
3386,5/28/2025,Customer_235,Conditioner,1,10.68,Northeast,10.68
3387,10/2/2025,Customer_952,Bath Bomb,7,8.47,South,59.290000000000006
3388,6/6/2025,Customer_1855,Body Oil,1,25.04,Midwest,25.04
3389,7/21/2025,Customer_1361,Soap - Citrus,3,25.04,Midwest,75.12
3390,5/6/2025,Customer_1032,Face Cleanser,3,29.85,Midwest,89.55000000000001
3391,11/1/2025,Customer_1467,Face Cleanser,3,41.78,South,125.34
3392,10/21/2025,Customer_1965,Bath Bomb,2,11.35,West,22.7
3393,3/5/2025,Customer_539,Conditioner,3,11.81,West,35.43
3394,11/21/2025,Customer_820,Lotion,2,12.58,Midwest,25.16
3395,6/25/2025,Customer_1682,Conditioner,3,21.93,Midwest,65.78999999999999
3396,4/26/2025,Customer_272,Soap - Citrus,3,39.97,Northeast,119.91
3397,7/23/2025,Customer_1029,Shampoo,4,40.26,South,161.04
3398,11/17/2025,Customer_1923,Unknown,2,28.62,South,57.24
3399,1/31/2025,Customer_1243,Shampoo,3,31.33,Midwest,93.99
3400,4/23/2025,Customer_1142,Body Oil,2,40.91,Northeast,81.82
3401,12/31/2025,Customer_593,Soap - Citrus,3,29.97,Midwest,89.91
3402,11/21/2025,Customer_1606,Lotion,4,14.19,Northeast,56.76
3403,12/10/2025,Customer_115,Shampoo,4,33.2,Midwest,132.8
3404,3/8/2025,Customer_2311,Body Oil,1,35.8,Midwest,35.8
3405,3/16/2025,Customer_1678,Soap - Lavender,6,30.41,South,182.46
3406,2/14/2025,Customer_1446,Face Cleanser,5,15.94,Northeast,79.7
3407,9/17/2025,Customer_207,Scrub,1,21.0,West,21.0
3408,6/3/2025,Customer_2351,Face Cleanser,3,23.82,Northeast,71.46000000000001
3409,6/4/2025,Customer_112,Scrub,4,10.81,Northeast,43.24
3410,12/29/2025,Customer_1441,Soap - Citrus,2,23.09,South,46.18
3411,8/22/2025,Customer_1883,Face Cleanser,6,11.45,West,68.69999999999999
3412,2/20/2025,Customer_185,Conditioner,4,24.98,West,99.92
3413,11/2/2025,Customer_1765,Face Cleanser,2,7.03,South,14.06
3414,9/19/2025,Customer_901,Soap - Citrus,2,42.94,Unknown,85.88
3415,11/11/2025,Customer_221,Face Cleanser,3,14.85,Northeast,44.55
3416,5/5/2025,Customer_1468,Shampoo,5,23.68,Northeast,118.4
3417,9/2/2025,Customer_1094,Conditioner,3,6.31,Midwest,18.93
3418,1/30/2025,Customer_2946,Conditioner,2,12.71,West,25.42
3419,5/2/2025,Customer_2670,Conditioner,3,32.73,Midwest,98.19
3420,5/5/2025,Customer_2475,Shampoo,4,9.47,West,37.88
3421,2/6/2025,Customer_2692,Soap - Mint,2,30.13,Midwest,60.26
3422,6/19/2025,Customer_2616,Bath Bomb,3,5.08,Midwest,15.24
3423,5/4/2025,Customer_2013,Conditioner,6,23.6,West,141.60000000000002
3424,12/23/2025,Customer_2491,Scrub,3,33.85,Northeast,101.55000000000001
3425,2/4/2025,Customer_601,Soap - Lavender,3,42.05,Midwest,126.14999999999999
3426,3/28/2025,Customer_1161,Face Cleanser,1,24.71,West,24.71
3427,5/14/2025,Customer_504,Body Oil,3,38.62,Northeast,115.85999999999999
3428,7/15/2025,Customer_2179,Soap - Mint,1,37.1,Northeast,37.1
3429,10/1/2025,Customer_218,Bath Bomb,3,16.83,Northeast,50.489999999999995
3430,7/20/2025,Customer_2736,Shampoo,2,39.99,West,79.98
3431,10/12/2025,Customer_2219,Soap - Lavender,4,25.04,West,100.16
3432,3/18/2025,Customer_1499,Conditioner,3,9.17,Midwest,27.509999999999998
